,RXDDRGID,RXDDRUG,RXDINGFL,RXDDCI1A,RXDDCI1B,RXDDCI1C,RXDDCI2A,RXDDCI2B,RXDDCI2C,RXDDCI3A,RXDDCI3B,RXDDCI3C,RXDDCI4A,RXDDCI4B,RXDDCI4C,RXDICI1A,RXDICI1B,RXDICI1C,RXDICI2A,RXDICI2B,RXDICI2C,RXDICI3A,RXDICI3B,RXDICI3C,RXDICI4A,RXDICI4B,RXDICI4C,RXDICI5A,RXDICI5B,RXDICI5C,RXDICI6A,RXDICI6B,RXDICI6C,RXDDCN1A,RXDDCN1B,RXDDCN1C,RXDDCN2A,RXDDCN2B,RXDDCN2C,RXDDCN3A,RXDDCN3B,RXDDCN3C,RXDDCN4A,RXDDCN4B,RXDDCN4C,RXDICN1A,RXDICN1B,RXDICN1C,RXDICN2A,RXDICN2B,RXDICN2C,RXDICN3A,RXDICN3B,RXDICN3C,RXDICN4A,RXDICN4B,RXDICN4C,RXDICN5A,RXDICN5B,RXDICN5C,RXDICN6A,RXDICN6B,RXDICN6C
463,b'd00790',b'CYPROHEPTADINE',1.0,122.0,123.0,,,,,,,,,,,122.0,123.0,,,,,,,,,,,,,,,,,b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
464,b'd00791',b'AZATADINE',1.0,122.0,123.0,,,,,,,,,,,122.0,123.0,,,,,,,,,,,,,,,,,b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
465,b'd00794',b'ASTEMIZOLE',1.0,122.0,123.0,,,,,,,,,,,122.0,123.0,,,,,,,,,,,,,,,,,b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
466,b'd00796',b'BENZONATATE',1.0,122.0,124.0,,,,,,,,,,,122.0,124.0,,,,,,,,,,,,,,,,,b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
467,b'd00797',b'GUAIFENESIN',1.0,122.0,128.0,,,,,,,,,,,122.0,128.0,,,,,,,,,,,,,,,,,b'RESPIRATORY AGENTS',b'EXPECTORANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'RESPIRATORY AGENTS',b'EXPECTORANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
468,b'd00799',b'IODINATED GLYCEROL',1.0,122.0,128.0,,,,,,,,,,,122.0,128.0,,,,,,,,,,,,,,,,,b'RESPIRATORY AGENTS',b'EXPECTORANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'RESPIRATORY AGENTS',b'EXPECTORANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
469,b'd00800',b'POTASSIUM IODIDE',1.0,97.0,422.0,,122.0,128.0,,,,,,,,97.0,422.0,,122.0,128.0,,,,,,,,,,,,,,b'HORMONES/HORMONE MODIFIERS',b'ANTITHYROID AGENTS',b'',b'RESPIRATORY AGENTS',b'EXPECTORANTS',b'',b'',b'',b'',b'',b'',b'',b'HORMONES/HORMONE MODIFIERS',b'ANTITHYROID AGENTS',b'',b'RESPIRATORY AGENTS',b'EXPECTORANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
470,b'd00801',b'CAFFEINE',1.0,57.0,71.0,,,,,,,,,,,57.0,71.0,,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
471,b'd00803',b'AMPHETAMINE',1.0,57.0,71.0,,,,,,,,,,,57.0,71.0,,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
472,b'd00804',b'DEXTROAMPHETAMINE',1.0,57.0,71.0,,,,,,,,,,,57.0,71.0,,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
473,b'd00805',b'METHAMPHETAMINE',1.0,57.0,71.0,,57.0,253.0,,,,,,,,57.0,71.0,,57.0,253.0,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANOREXIANTS',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANOREXIANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
474,b'd00806',b'PHENTERMINE',1.0,57.0,71.0,,57.0,253.0,,,,,,,,57.0,71.0,,57.0,253.0,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANOREXIANTS',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANOREXIANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
475,b'd00807',b'BENZPHETAMINE',1.0,57.0,71.0,,57.0,253.0,,,,,,,,57.0,71.0,,57.0,253.0,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANOREXIANTS',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANOREXIANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
476,b'd00809',b'PHENDIMETRAZINE',1.0,57.0,71.0,,57.0,253.0,,,,,,,,57.0,71.0,,57.0,253.0,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANOREXIANTS',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANOREXIANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
477,b'd00810',b'DIETHYLPROPION',1.0,57.0,71.0,,57.0,253.0,,,,,,,,57.0,71.0,,57.0,253.0,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANOREXIANTS',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANOREXIANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
478,b'd00811',b'MAZINDOL',1.0,57.0,71.0,,57.0,253.0,,,,,,,,57.0,71.0,,57.0,253.0,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANOREXIANTS',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANOREXIANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
479,b'd00812',b'FENFLURAMINE',1.0,57.0,71.0,,57.0,253.0,,,,,,,,57.0,71.0,,57.0,253.0,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANOREXIANTS',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANOREXIANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
480,b'd00813',b'BENZOCAINE TOPICAL',1.0,133.0,136.0,139.0,,,,,,,,,,133.0,136.0,139.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ANESTHETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ANESTHETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
481,b'd00817',b'HYDROXYCHLOROQUINE',1.0,1.0,5.0,238.0,105.0,192.0,,,,,,,,1.0,5.0,238.0,105.0,192.0,,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'ANTIMALARIAL AGENTS',b'ANTIMALARIAL QUINOLINES',b'MISCELLANEOUS AGENTS',b'ANTIRHEUMATICS',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'ANTIMALARIAL AGENTS',b'ANTIMALARIAL QUINOLINES',b'MISCELLANEOUS AGENTS',b'ANTIRHEUMATICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
482,b'd00818',b'AURANOFIN',1.0,105.0,192.0,,,,,,,,,,,105.0,192.0,,,,,,,,,,,,,,,,,b'MISCELLANEOUS AGENTS',b'ANTIRHEUMATICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'MISCELLANEOUS AGENTS',b'ANTIRHEUMATICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
483,b'd00824',b'OPIUM',1.0,57.0,58.0,60.0,,,,,,,,,,57.0,58.0,60.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
484,b'd00833',b'OXYMORPHONE',1.0,57.0,58.0,60.0,,,,,,,,,,57.0,58.0,60.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
485,b'd00840',b'BUPRENORPHINE',1.0,57.0,58.0,60.0,,,,,,,,,,57.0,58.0,60.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
486,b'd00842',b'SALSALATE',1.0,57.0,58.0,62.0,,,,,,,,,,57.0,58.0,62.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'SALICYLATES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'SALICYLATES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
487,b'd00848',b'DICLOFENAC',1.0,57.0,58.0,61.0,,,,,,,,,,57.0,58.0,61.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NONSTEROIDAL ANTI-INFLAMMATORY AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NONSTEROIDAL ANTI-INFLAMMATORY AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
488,b'd00851',b'ETODOLAC',1.0,57.0,58.0,61.0,,,,,,,,,,57.0,58.0,61.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NONSTEROIDAL ANTI-INFLAMMATORY AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NONSTEROIDAL ANTI-INFLAMMATORY AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
489,b'd00853',b'OXAPROZIN',1.0,57.0,58.0,61.0,,,,,,,,,,57.0,58.0,61.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NONSTEROIDAL ANTI-INFLAMMATORY AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NONSTEROIDAL ANTI-INFLAMMATORY AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
490,b'd00855',b'PERPHENAZINE',1.0,57.0,65.0,196.0,242.0,251.0,210.0,,,,,,,57.0,65.0,196.0,242.0,251.0,210.0,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIEMETIC/ANTIVERTIGO AGENTS',b'PHENOTHIAZINE ANTIEMETICS',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIPSYCHOTICS',b'PHENOTHIAZINE ANTIPSYCHOTICS',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIEMETIC/ANTIVERTIGO AGENTS',b'PHENOTHIAZINE ANTIEMETICS',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIPSYCHOTICS',b'PHENOTHIAZINE ANTIPSYCHOTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
491,b'd00859',b'MECLIZINE',1.0,57.0,65.0,197.0,,,,,,,,,,57.0,65.0,197.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIEMETIC/ANTIVERTIGO AGENTS',b'ANTICHOLINERGIC ANTIEMETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIEMETIC/ANTIVERTIGO AGENTS',b'ANTICHOLINERGIC ANTIEMETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
492,b'd00861',b'DIMENHYDRINATE',1.0,57.0,65.0,197.0,,,,,,,,,,57.0,65.0,197.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIEMETIC/ANTIVERTIGO AGENTS',b'ANTICHOLINERGIC ANTIEMETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIEMETIC/ANTIVERTIGO AGENTS',b'ANTICHOLINERGIC ANTIEMETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
493,b'd00862',b'TRIMETHOBENZAMIDE',1.0,57.0,65.0,197.0,,,,,,,,,,57.0,65.0,197.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIEMETIC/ANTIVERTIGO AGENTS',b'ANTICHOLINERGIC ANTIEMETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIEMETIC/ANTIVERTIGO AGENTS',b'ANTICHOLINERGIC ANTIEMETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
494,b'd00866',b'DRONABINOL',1.0,57.0,65.0,198.0,,,,,,,,,,57.0,65.0,198.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIEMETIC/ANTIVERTIGO AGENTS',b'MISCELLANEOUS ANTIEMETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIEMETIC/ANTIVERTIGO AGENTS',b'MISCELLANEOUS ANTIEMETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
495,b'd00867',b'ONDANSETRON',1.0,57.0,65.0,195.0,,,,,,,,,,57.0,65.0,195.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIEMETIC/ANTIVERTIGO AGENTS',b'5HT3 RECEPTOR ANTAGONISTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIEMETIC/ANTIVERTIGO AGENTS',b'5HT3 RECEPTOR ANTAGONISTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
496,b'd00873',b'TRIMIPRAMINE',1.0,242.0,249.0,209.0,,,,,,,,,,242.0,249.0,209.0,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'TRICYCLIC ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'TRICYCLIC ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
497,b'd00874',b'AMOXAPINE',1.0,242.0,249.0,209.0,,,,,,,,,,242.0,249.0,209.0,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'TRICYCLIC ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'TRICYCLIC ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
498,b'd00875',b'PROTRIPTYLINE',1.0,242.0,249.0,209.0,,,,,,,,,,242.0,249.0,209.0,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'TRICYCLIC ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'TRICYCLIC ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
499,b'd00876',b'CLOMIPRAMINE',1.0,242.0,249.0,209.0,,,,,,,,,,242.0,249.0,209.0,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'TRICYCLIC ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'TRICYCLIC ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
500,b'd00877',b'MAPROTILINE',1.0,242.0,249.0,307.0,,,,,,,,,,242.0,249.0,307.0,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'TETRACYCLIC ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'TETRACYCLIC ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
501,b'd00880',b'SERTRALINE',1.0,242.0,249.0,208.0,,,,,,,,,,242.0,249.0,208.0,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'SSRI ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'SSRI ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
502,b'd00882',b'ISOCARBOXAZID',1.0,242.0,249.0,250.0,,,,,,,,,,242.0,249.0,250.0,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'MONOAMINE OXIDASE INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'MONOAMINE OXIDASE INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
503,b'd00883',b'PHENELZINE',1.0,242.0,249.0,250.0,,,,,,,,,,242.0,249.0,250.0,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'MONOAMINE OXIDASE INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'MONOAMINE OXIDASE INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
504,b'd00884',b'TRANYLCYPROMINE',1.0,242.0,249.0,250.0,,,,,,,,,,242.0,249.0,250.0,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'MONOAMINE OXIDASE INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'MONOAMINE OXIDASE INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
505,b'd00889',b'MESORIDAZINE',1.0,242.0,251.0,210.0,,,,,,,,,,242.0,251.0,210.0,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIPSYCHOTICS',b'PHENOTHIAZINE ANTIPSYCHOTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIPSYCHOTICS',b'PHENOTHIAZINE ANTIPSYCHOTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
506,b'd00890',b'TRIFLUOPERAZINE',1.0,242.0,251.0,210.0,,,,,,,,,,242.0,251.0,210.0,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIPSYCHOTICS',b'PHENOTHIAZINE ANTIPSYCHOTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIPSYCHOTICS',b'PHENOTHIAZINE ANTIPSYCHOTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
507,b'd00896',b'MOLINDONE',1.0,242.0,251.0,77.0,,,,,,,,,,242.0,251.0,77.0,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIPSYCHOTICS',b'MISCELLANEOUS ANTIPSYCHOTIC AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIPSYCHOTICS',b'MISCELLANEOUS ANTIPSYCHOTIC AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
508,b'd00897',b'LOXAPINE',1.0,242.0,251.0,77.0,,,,,,,,,,242.0,251.0,77.0,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIPSYCHOTICS',b'MISCELLANEOUS ANTIPSYCHOTIC AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIPSYCHOTICS',b'MISCELLANEOUS ANTIPSYCHOTIC AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
509,b'd00898',b'PIMOZIDE',1.0,242.0,251.0,77.0,,,,,,,,,,242.0,251.0,77.0,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIPSYCHOTICS',b'MISCELLANEOUS ANTIPSYCHOTIC AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIPSYCHOTICS',b'MISCELLANEOUS ANTIPSYCHOTIC AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
510,b'd00900',b'METHYLPHENIDATE',1.0,57.0,71.0,,,,,,,,,,,57.0,71.0,,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
511,b'd00901',b'PEMOLINE',1.0,57.0,71.0,,,,,,,,,,,57.0,71.0,,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
512,b'd00902',b'ERGOLOID MESYLATES',1.0,57.0,80.0,,,,,,,,,,,57.0,80.0,,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'MISCELLANEOUS CENTRAL NERVOUS SYSTEM AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'MISCELLANEOUS CENTRAL NERVOUS SYSTEM AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
